word_mf2,label_raw,c_numerical,num_cnum,sentence_sep
您好请讲你好麻烦问一下子我这个号码它上个月给我订那个套餐是啥的您好女士那上个月给您改套餐已经改回来了您现在用的还是原先的那个神州行畅听卡是那个有一个他说的呃最低消费十元的有五百分钟还有多少兆流量那个那个您这张卡现在没有女士最低消费是十元来电显示免费有个五十兆省内流量到九月末自动兆哦关键五百分钟那个没有啊这张卡没有给您赠五百分钟女士我就上你们打电话了原来有一个最低消费八块呢完了他说又给我打说有十块的我说能不能增加呀完打算取消了完了这十块这个那他没没给我那啥呀那现在没有给您办它现在用的您用的还是原先用的那个套餐神州行畅听卡的套餐你看看我还行他给我办了你就八块呢他让我取消了这也是他服务台给我打的电话呀嗯谢谢您这个是要求恢复原套餐所以它给您播出元套餐了就是那啥那个你现在是哪能整哪个套餐呢您原来套餐就是神州行畅听卡那个套餐是现在要是办呢但咱们这面没有权限的您如果能联系上给您打电话的工作人员您可以问问他能不能给您改那种的话咱们人工台是没有权限办理的能帮您办正常那种套餐变更八元那个有五十分钟国内通话和来电显全国打电话一毛九一分钟并没有那个五百分钟的赠送那就不合适了啊那行那我就这么多活动好的女士请问还有什么可以帮您没有了那祝您生活愉快再见,咨询（含查询）产品/业务功能,10,0,您好请讲[SEP]你好麻烦问一下子我这个号码它上个月给我订那个套餐是啥的[SEP]您好女士那上个月给您改套餐已经改回来了您现在用的还是原先的那个神州行畅听卡是那个[SEP]有一个他说的呃最低消费十元的有五百分钟还有多少兆流量那个[SEP]那个您这张卡现在没有女士最低消费是十元来电显示免费有个五十兆省内流量到九月末自动兆[SEP]哦关键五百分钟那个没有啊[SEP]这张卡没有给您赠五百分钟女士[SEP]我就上你们打电话了原来有一个最低消费八块呢完了他说又给我打说有十块的我说能不能增加呀完打算取消了完了这十块这个那他没没给我那啥呀[SEP]那现在没有给您办它现在用的您用的还是原先用的那个套餐神州行畅听卡的套餐[SEP]你看看我还行他给我办了你就八块呢他让我取消了这也是他服务台给我打的电话呀[SEP]嗯谢谢您这个是要求恢复原套餐所以它给您播出元套餐了[SEP]就是那啥那个你现在是哪能整哪个套餐呢[SEP]您原来套餐就是神州行畅听卡那个套餐[SEP]是现在要是办呢[SEP]但咱们这面没有权限的您如果能联系上给您打电话的工作人员您可以问问他能不能给您改那种的话咱们人工台是没有权限办理的能帮您办正常那种套餐变更八元那个有五十分钟国内通话和来电显全国打电话一毛九一分钟并没有那个五百分钟的赠送那就不合适了啊那行那我就这么多活动好的女士请问还有什么可以帮您没有了那祝您生活愉快再见
再见您好很高兴为您服务哎你好我想问一下我这有一张那个移动的充值卡怎么用呀,咨询（含查询）使用方式,23,0,再见您好很高兴为您服务[SEP]哎你好我想问一下我这有一张那个移动的充值卡怎么用呀
您好请讲你好我想请问一下我这个手机已经办理了四g卡但是开流量的话怎么不是四g的呢老户可怕了嗯请问女士咱们手机是四g手机对吗你说怎么的呀请问手机是四g手机办对四g手机恩那您稍等别着急我帮您把网络后台的网络刷新现在需要您以后的是不客气把手机数据关闭之后把手机关机重启一下过两办一分钟吧再连接数据您试一下现在复机关闭了是不是对之后把手机挂电话之后关机重启就可以了就把数据关关了就行两三分钟之后再试一下是吗数据关闭把手机关机重启怎么加手机也关了哇对手机关机之后再开机啊行还有其他问题吗没有了谢谢啊不客气祝您生活愉快再见,咨询（含查询）使用方式,23,0,您好请讲[SEP]你好我想请问一下我这个手机已经办理了四g卡但是开[SEP]流量的话怎么不是四g的呢老户可怕了嗯请问女士咱们手机是四g手机对吗你说怎么的呀请问手机是四g手机办[SEP]对四g手机[SEP]恩那您稍等别着急我帮您把网络后台的网络刷新现在需要您以后的是不客气把手机数据关闭之后把手机关机重启一下过两办一分钟吧再连接数据您试一下[SEP]现在复机关闭了是不是[SEP]对之后把手机挂电话之后关机重启就可以了[SEP]就把数据关关了就行两三分钟之后再试一下是吗[SEP]数据关闭把手机关机重启[SEP]怎么加手机也关了哇对手机关机之后再开机啊行[SEP]还有其他问题吗[SEP]没有了谢谢啊[SEP]不客气祝您生活愉快再见
您好很高兴为您服务喂你好您好呃我的这个每次收到验证码的时候哼我就是查询这个我的这个手机手机号的呃服务密码每次发送的时候它上面会显示那个发送那个就是验证码这个平台是什么意思啊啊是手机服务密码的验证码吗啊对对对那现在是有没有更改成功这个服务密码我更改成功了他说每次就是那个呃发送赠送呃过平常呃那您就是发送的时候只用跟发送一遍就可以了不用重复的发送它就是呃收收到一个不行得收两个验证码然后就没到第二次的时候他都会显示那个是支付密码活动请稍后再试那现在有没有更改成功呢再见呃现在好像是更改成功了吗恩那好的那您就是重新用这个新密码来呃登陆一下看看有没有更改成功就可以了哦那行行行那我说一下吧恩好还有其他可以帮到您的吗没有他这个就是收到那个验证码这个过多管理平台是什么意思啊怎么一回事儿都这个是不影响的应该是您第一次输入的时候输入有误然后重新输入了一次哦那行行行好的好的,咨询（含查询）使用方式,23,0,您好很高兴为您服务[SEP]喂你好[SEP]您好[SEP]呃我的这个每次收到验证码的时候哼我就是查询这个我的这个手机手机号的呃[SEP]服务密码[SEP]每次发送的时候它上面会显示那个发送那个就是验证码这个平台是什么意思啊[SEP]啊是手机服务密码的验证码吗[SEP]啊对对对[SEP]那现在是有没有更改成功这个服务密码[SEP]我更改成功了他说每次就是那个呃发送赠送呃过平常[SEP]呃那您就是发送的时候只用跟发送一遍就可以了不用重复的发送[SEP]它就是呃收收到一个不行得收两个验证码然后就没到第二次的时候他都会显示那个是支付密码活动请稍后再试[SEP]那现在有没有更改成功呢再见[SEP]呃现在好像是更改成功了吗[SEP]恩那好的那您就是重新用这个新密码来呃登陆一下看看有没有更改成功就可以了[SEP]哦那行行行那我说一下吧[SEP]恩好还有其他可以帮到您的吗[SEP]没有他这个就是收到那个验证码这个过多管理平台是什么意思啊[SEP]怎么一回事儿都这个是不影响的应该是您第一次输入的时候输入有误然后重新输入了一次[SEP]哦那行行行好的好的
您好请讲哎麻烦你帮我看一下我这个手机嗯有五毛钱的这个叫什么什么登增值业务费用我不道登怎么植了你能帮我看一下吗好的马上帮您查询是抱歉让您久等了增值服务费呢一般指的是说有在网上点播或订购的一些网一些非十一位的手机号码比如说一些交易平台发送的信息所产生的费用那我没有就发了一个短信呢给给那个那个建设银行嗯九五五三三发了一个短信那就五毛钱那有那么高价格吗这个您可以核实一下您的详单我我我说什么核实一下您的详单看一下行吧我上哪看相当你们能看看我看不着啊再见我就是找你能帮我看看这个情况我会帮您联系计费部门这边给您进行核实返还那你那你想问一下嗯你给我记一下吧我就发了一个九五五三三嗯嗯发到咱发个八八加吧八点半吧就发送赠两万五毛钱那也太多了嗯别的我也没有什么呀嗯嗯啊好的我马上帮您联系嗯那感谢您对部门那边给您进行返还哎好叻请问还有什么可以帮您没有了就这个完了你给我按投诉也行是按照就是你看我说这服务也行完他就给我回话啊什么情况它一定要告诉我它刚才发个短信就五毛钱你现在长途电话都没了就是漫游都没了一个短信要怎么被人太多了就嗯嗯嗯嗯那好谢谢你喂你好祝您生活,咨询（含查询）使用方式,23,0,您好请讲[SEP]哎麻烦你帮我看一下我这个手机嗯有五毛钱的这个叫什么什么登增值业务费用我不道登怎么植了你能帮我看一下吗[SEP]好的马上帮您查询是抱歉让您久等了增值服务费呢一般指的是说有在网上点播或订购的一些网一些非十一位的手机号码比如说一些交易平台发送的信息所产生的费用[SEP]那我没有就发了一个短信呢给给那个那个建设银行嗯九五五三三发了一个短信那就五毛钱那有那么高价格吗[SEP]这个您可以核实一下您的详单[SEP]我我我说什么[SEP]核实一下您的详单看一下[SEP]行吧我上哪看相当你们能看看我看不着啊[SEP]再见我就是找你能帮我看看这个情况我会帮您联系计费部门这边给您进行核实返还[SEP]那你那你想问一下嗯你给我记一下吧我就发了一个九五五三三[SEP]嗯嗯[SEP]发到咱发个八八加吧八点半吧就发送赠两万五毛钱那也太多了嗯别的我也没有什么呀[SEP]嗯嗯[SEP]啊[SEP]好的我马上帮您联系嗯那感谢您对部门那边给您进行返还[SEP]哎好叻[SEP]请问还有什么可以帮您[SEP]没有了就这个完了你给我按投诉也行是按照就是你看我说这服务也行完他就给我回话啊什么情况它一定要告诉我它刚才发个短信就五毛钱你现在长途电话都没了就是漫游都没了一个短信要怎么被人太多了就[SEP]嗯嗯嗯嗯那好谢谢你喂你好祝您生活
您好请讲你好我想问一下就是咱们那个幺零零八六htc里面有个幺三九邮箱我想问一下那那个邮箱就是app嘛还特邮箱单独有一个ip啊啊女士您是说咱们幺三九邮箱的那个地址是吗啊对他说单独有一个ip对咱们可以自己就是可以下载一个幺三九邮箱也可以下载个客户端上哦那我打幺零零八六零看看那个要是就今天呢属于什么呀呃女士您是说那里边那个怎么提示您的就是说你那个登录登陆幺三九四邮箱是在幺零零八六就能登录对女士那您看您那个是不是有链接您点击之后直接进入六十天就输入登录密码就进去了哦那女士这个也有可能是说它那个里边有这个装置的它这个啊网站但是正常在幺三九邮箱他也有幺三九邮箱的这个地址啊那我知道了啊那个就属于一个链接短信呢是不对有可能是有这个链接点就是链接上去了啊是我看那有些活动幺三九信箱活动肯定也还是找不着应该就是gip里去就行是吧哦对您也可以就是下载幺三九邮箱的客户端您看一下那个改那个应用宝里头呢下载的话就直接输入那个幺三九休息那个新乡吗怎么怎么下载那下载哪个文字文字输入什么就是吉林移动幺三九信箱啊中国移动啊您稍等我帮您看一下我们这边有没有地址您稍等一下啊哦地址好像我那短信收过收到过是吧您稍等我看一下咱们这边系统有没有有的话我就直接帮您发请稍等啊啊行谢谢不客气女士您好女士感谢您耐心等待咱们有幺三九邮箱的网址我把幺幺三九邮箱网址我直接发给您好吧哦那行是不是要北京银行卡里找应该输啥呀电信打里头呃在因为保持女士那您就打咱们幺三九邮箱您看有没有出来呢啊那行好了谢谢啊,咨询（含查询）使用方式,23,0,您好请讲[SEP]你好我想问一下就是咱们那个幺零零八六htc里面有个幺三九邮箱我想问一下那那个邮箱就是app嘛还特邮箱单独有一个ip啊[SEP]啊女士您是说咱们幺三九邮箱的那个地址是吗[SEP]啊对他说单独有一个ip[SEP]对咱们可以自己就是可以下载一个幺三九邮箱也可以下载个客户端上哦[SEP]那我打幺零零八六零看看那个要是就今天呢属于什么呀[SEP]呃女士您是说那里边那个怎么提示您的[SEP]就是说你那个登录登陆幺三九四邮箱是在幺零零八六就能登录[SEP]对女士那您看您那个是不是有链接您点击之后直接进入六十[SEP]天就输入登录密码就进去了[SEP]哦那女士这个也有可能是说它那个里边有这个装置的它这个啊网站但是正常在幺三九邮箱他也有幺三九邮箱的这个地址[SEP]啊那我知道了啊那个就属于一个链接短信呢是不对有可能是有这个链接[SEP]点就是链接上去了[SEP]啊是我看那有些活动幺三九信箱活动肯定也还是找不着应该就是gip里去就行是吧[SEP]哦对您也可以就是下载幺三九邮箱的客户端您看一下[SEP]那个改那个应用宝里头呢下载的话就直接输入那个幺三九休息那个新乡吗怎么怎么下载那下载哪个文字文字输入什么就是吉林移动幺三九信箱啊中国移动[SEP]啊您稍等我帮您看一下我们这边有没有地址您稍等一下啊[SEP]哦地址好像我那短信收过[SEP]收到过是吧您稍等我看一下咱们这边系统有没有有的话我就直接帮您发请稍等啊[SEP]啊行谢谢[SEP]不客气女士您好女士感谢您耐心等待咱们有幺三九邮箱的网址我把幺幺三九邮箱网址我直接发给您好吧[SEP]哦那行是不是要北京银行卡里找应该输啥呀电信打里头[SEP]呃在因为保持女士那您就打咱们幺三九邮箱您看有没有出来呢[SEP]啊那行好了谢谢啊
好您好实习生七五七很高兴为您服务那个我想问一下我这个宽带密码给忘了呃我想嗯怎么获取,咨询（含查询）办理方式,4,0,好您好实习生七五七很高兴为您服务[SEP]那个我想问一下我这个宽带密码给忘了呃我想嗯怎么获取
您好实习生为您服务嗯嗯谢谢请讲请将谢谢问一下我这上面有多少那个m三个呀嗯请稍等这边帮您看有两千零五十六六两千零五十六分接听给我一发一个什么东西号码嗯您说是要兑换什么呀另外这个什么东西呀咋兑换话费哦对咱现在是八百四十分可以兑换十块钱两千五百分可以兑换三十块钱因为现在两千零五十六可以兑换二十块钱好给我兑换二十元好的我把兑换指令发给您就是说十块钱指令发给您稍后转发两次就可以另外二十二二十块钱好吧哦可以嗯这个兑换成功的话二十四小时之内会生效的会给您发短信的就不需要再打电话了好吧空号直接给您发您手机上了您稍后看一下诶请按约定发送到这个号码就可以兑换,咨询（含查询）办理方式,4,0,您好实习生为您服务[SEP]嗯嗯谢谢[SEP]请讲请将[SEP]谢谢问一下我这上面有多少那个m三个呀[SEP]嗯请稍等这边帮您看有两千零五十六[SEP]六两千零五十六分接听给我一发一个什么东西号码[SEP]嗯您说是要兑换什么呀另外这个什么东西呀[SEP]咋兑换话费哦[SEP]对咱现在是八百四十分可以兑换十块钱两千五百分可以兑换三十块钱因为现在两千零五十六可以兑换二十块钱[SEP]好给我兑换二十元[SEP]好的我把兑换指令发给您就是说十块钱指令发给您稍后转发两次就可以另外二十二二十块钱好吧[SEP]哦可以嗯[SEP]这个兑换成功的话二十四小时之内会生效的会给您发短信的就不需要再打电话了好吧[SEP]空号[SEP]直接给您发您手机上了您稍后看一下诶请按约定发送到这个号码就可以兑换
您好请讲你好我想请问一下我这个手机里面是有一个一个活动是十元五百兆然后三十元五百兆那个赠然后第二天会赠二十块钱的话费对吗三十块钱五百兆您是什么时候核实到的呀啊那是六个也我不知道啊很长时间办很长时间之前有办的这个然后他说到九月今年的九月九号可以取消这个活动然后我想我想麻烦您帮我取消一下这个稍等不要着急我查看一下好谢谢你哦啊三十块钱五百兆的这个活动是吗对你好我这边显示的话呢看了一下稍等啊确实您程当中有一个是三十块钱的活动然后的话呢人工台暂时取消不了这个业务告诉您取消的方法好吗人工台取消不了这个活动对三十块钱五百兆呢现在系统已经升级了这个业务不能在我这边退订了您需要稍后呢重新打幺零零八六听到语音在四号键会进入到快捷流程然后再按数字一号键就取消了好谢谢你不客气请问还有什么可以帮助您啊没有了谢谢你,咨询（含查询）办理方式,4,0,您好请讲[SEP]你好我想请问一下我这个手机里面是有一个一个活动是十元五百兆然后三十元五百兆那个赠然后第二天会赠二十块钱的话费对吗[SEP]三十块钱五百兆您是什么时候核实到的呀[SEP]啊那是六个也我不知道啊很长时间办很长时间之前有办的这个然后他说到九月今年的九月九号可以取消这个活动然后我想我想麻烦您帮我取消一下这个[SEP]稍等不要着急我查看一下[SEP]好谢谢你哦[SEP]啊三十块钱五百兆的这个活动是吗[SEP]对[SEP]你好我这边显示的话呢看了一下稍等啊确实您程当中有一个是三十块钱的活动然后的话呢人工台暂时取消不了这个业务告诉您取消的方法好吗[SEP]人工台取消不了这个活动[SEP]对三十块钱五百兆呢现在系统已经升级了这个业务不能在我这边退订了您需要稍后呢重新打幺零零八六听到语音在四号键会进入到快捷流程然后再按数字一号键就取消了[SEP]好谢谢你[SEP]不客气请问还有什么可以帮助您[SEP]啊没有了谢谢你
好的您好很高兴为您服务呃我想给我手机那个套餐我的套餐是九十八套餐是多少套餐现在是八十八的啊我想改成三十八的三十八的是吗就最低最低能改成啥我这个呃您稍等我看一下因为我这边看了一下套餐改的话哦您办了有个移动咱们移动的主副卡业务所以说我要就是有个副卡您这边包有移动主副卡吗那个业务是需要咱们这个指定套餐最少转三十八的您有这个扣款业务的限制有没有收到的稍等一下副卡最少应该办理的是五十八最少办五十八如果没有这个副卡限制的话那可以网g的转咱们人工能办的话最少是十八的营业厅的话转最少十二的也有这个副卡要求最少十五十八有副卡最早是五十八是吧你说他那个副卡取消再去再去香请副卡如果不用的话可以到咱们当地的营业厅稍等我看一下您这个一号办的通过咱们掌上网上营业厅或者是到咱们当地的移动自建营业厅都可以办理取消网上营业厅手机手机上面就能办现在这个手机上网登录掌上营业厅也可以办哦就是那个中国移动那个呃那个啥那微信是不是对哦那好我看嗯好的好好好好请问还有其他需要帮您的吗没了那祝您生活愉快再见,咨询（含查询）办理方式,4,0,好的[SEP]您好很高兴为您服务[SEP]呃我想给我手机那个套餐我的套餐是九十八套餐是多少套餐[SEP]现在是八十八的[SEP]啊我想改成三十八的[SEP]三十八的是吗[SEP]就最低最低能改成啥我这个[SEP]呃您稍等我看一下因为我这边看了一下套餐改的话哦您办了有个移动咱们移动的主副卡业务[SEP]所以说我要[SEP]就是有个副卡您这边包有移动主副卡吗那个业务是需要咱们这个指定套餐最少转三十八的您有这个扣款业务的限制[SEP]有没有收到的[SEP]稍等一下副卡最少应该办理的是五十八最少办五十八如果没有这个副卡限制的话那可以网g的转咱们人工能办的话最少是十八的营业厅的话转最少十二的也有这个副卡要求最少十五十八[SEP]有副卡最早是五十八[SEP]是吧[SEP]你说他那个副卡取消再去再去香请[SEP]副卡如果不用的话可以到咱们当地的营业厅稍等我看一下您这个一号办的通过咱们掌上网上营业厅或者是到咱们当地的移动自建营业厅都可以办理取消[SEP]网上营业厅手机手机上面就能办[SEP]现在这个手机上网登录掌上营业厅也可以办[SEP]哦就是那个中国移动那个呃那个啥那微信是不是[SEP]对[SEP]哦那好我看[SEP]嗯好的[SEP]好好好好[SEP]请问还有其他需要帮您的吗[SEP]没了[SEP]那祝您生活愉快再见
您好请讲哎我想问一下我这个我这个套餐能改吗请问改成多少钱的呀就是现在不是那个免免那个漫游费了吗我这个全球通也没什么用了呀能改的话也都是全球通啊那能不能改个低一点的消费低一点的可以呀咱们从八块钱到八百八十八都有不等的啊那我现在可以改八块钱是啥样的呀月租八块赠送您五十分钟国内主叫时长还有来电显示没有流量啊没有流量那那再高一点的呢十八块钱呢是一百兆国内五十兆省内省内不结转一共一百五十兆分钟数呢是八十分钟本地主叫国内长八十分钟啊那你那还有呢这流量多一点的你跟我说一下呗每个月能用多少流量啊每个月最少也也也得三百五百的您是在哪用啊在在那个辽源我想用全国的那种那您可以改成三十八的三十八块钱月租赠送您三百兆国内加三百兆省内省内不结转一共六百兆分钟数呢是五十分钟国内加一百五十分钟本地主叫国内一共二百分钟哦那我要是改的话我说得上营业厅改呀改的话给我们打电话就行然后就我现在能直接改哦那我这个月改的话那时候扣扣扣没扣钱呢就在下个月用这个用不了啊这月用不了呗那你给我改个八块钱是啥样的然后月了八块钱月租赠您五十分钟的国内主叫时长来电显示没有流量五五十分钟哦那我额外办流量呗现在不有那个六十块钱多少多少g地方那个没有没有啊嗯嗯哦哦那行六十十八那就行我我再考虑一下然后就打电话好的请问还有其他问题吗评定哎谢谢您生活愉快再见,咨询（含查询）办理方式,4,0,您好请讲[SEP]哎我想问一下我这个我这个套餐能改吗[SEP]请问改成多少钱的呀[SEP]就是现在不是那个免免那个漫游费了吗我这个全球通也没什么用了呀[SEP]能改的话也都是全球通[SEP]啊那能不能改个低一点的消费低一点的[SEP]可以呀咱们从八块钱到八百八十八都有不等的[SEP]啊那我现在可以改八块钱是啥样的呀[SEP]月租八块赠送您五十分钟国内主叫时长还有来电显示没有流量啊[SEP]没有流量那那再高一点的呢[SEP]十八块钱呢是一百兆国内五十兆省内省内不结转一共一百五十兆分钟数呢是八十分钟本地主叫国内长[SEP]八十分钟啊那你那还有呢这流量多一点的你跟我说一下呗[SEP]每个月能用多少流量啊[SEP]每个月最少也也也得三百五百的[SEP]您是在哪用啊在在那个辽源[SEP]我想用全国的那种[SEP]那您可以改成三十八的三十八块钱月租赠送您三百兆国内加三百兆省内省内不结转一共六百兆分钟数呢是五十分钟国内加一百五十分钟本地主叫国内一共二百分钟哦[SEP]那我要是改的话我说得上营业厅改呀[SEP]改的话给我们打电话就行然后就我现在[SEP]能直接改哦那我这个月改的话那时候扣扣扣没扣钱呢[SEP]就在下个月用这个用不了[SEP]啊这月用不了呗那你给我改个八块钱是啥样的然后月了[SEP]八块钱月租赠您五十分钟的国内主叫时长来电显示没有流量[SEP]五五十分钟哦那我额外办流量呗现在不有那个六十块钱多少多少g地方[SEP]那个没有[SEP]没有啊嗯嗯哦哦[SEP]那行[SEP]六十十八那就行我我再考虑一下然后就打电话[SEP]好的请问还有其他问题吗评定哎谢谢您生活愉快再见
然后喂您好很高兴为您服务呃你给我查一下幺五幺三七九三零幺四幺三七九后面多少三零幺六四三零幺六四它欠费不欠不欠费我查了很正常,咨询（含查询）号码状态,24,0,然后[SEP]喂您好很高兴为您服务[SEP]呃你给我查一下幺五幺三七九三零幺四幺三七九后面多少三零幺六四[SEP]三零幺六四[SEP]它欠费不欠[SEP]不欠费我查了很正常
您好很高兴为您服务嗯现在呃帮我查一下那个手机号是啥状态吧我给你说个号您报一下号码呃幺八七幺八七六八九九六八九九二二五八二二五八呃现在我已经欠费欠费了我知道欠费停机欠费一百七十四块四毛七哎那像电话费都能正常使用了是吧充上话费就恢复了好了好谢谢啊不客气还有什么可以帮您吗呃没有谢谢祝您生活愉快再见上保存错,咨询（含查询）号码状态,24,0,您好很高兴为您服务[SEP]嗯现在呃帮我查一下那个手机号是啥状态吧我给你说个号[SEP]您报一下号码[SEP]呃幺八七[SEP]幺八七六八九九六八九九[SEP]二二五八[SEP]二二五八[SEP]呃现在我已经欠费欠费了我知道[SEP]欠费停机欠费一百七十四块四毛七[SEP]哎那像电话费都能正常使用了是吧[SEP]充上话费就恢复了[SEP]好了好谢谢啊[SEP]不客气还有什么可以帮您吗[SEP]呃没有谢谢[SEP]祝您生活愉快再见上保存错
嗯哼嗯哼您好很高兴为您服务我这手机怎么突然没有就是信号了显示一小查这这个号码关机开机一下也不行吗呃也不行你帮我看看为什么业务说说那个卡的欧开的两个都是移动的就这一个卡把这个卡换个卡上试试呢邮箱这个可不行啊呃这到底怎么回事儿那这种的话那您拿这那就只能是不是卡坏了呀最近的号号码有什么问题没有哎你好手机号是多少先生您不是幺五零幺五零零三八九七幺八八嗯嗯状态是正常的状态是正常的是吧对哦行如果是换个更换过卡上还不行的话那应该是sim卡这两个问题可以让您到营业厅检查一下如果卡换了您再换一张就可以了哦好那我知道了常状态的号码没问题是吧对号码的问题状态也正常还有话费呢那这样我就说我正常用着呢怎么好ok,咨询（含查询）号码状态,24,0,嗯[SEP]哼嗯哼您好很高兴为您服务[SEP]我这手机怎么突然没有就是信号了显示一小查这这个号码[SEP]关机开机一下也不行吗[SEP]呃也不行你帮我看看为什么业务说说那个卡的欧开的两个都是移动的就这一个卡[SEP]把这个卡换个卡上试试呢[SEP]邮箱这个可不行啊呃这到底怎么回事儿[SEP]那这种的话那您拿这那就只能是不是卡坏了呀[SEP]最近的号号码有什么问题没有[SEP]哎你好[SEP]手机号是多少先生您不是幺五零幺五零零三八九七幺八八[SEP]嗯嗯状态是正常的[SEP]状态是正常的是吧[SEP]对[SEP]哦行[SEP]如果是换个更换过卡上还不行的话那应该是sim卡这两个问题可以让您到营业厅检查一下如果卡换了您再换一张就可以了[SEP]哦好那我知道了常状态的号码没问题是吧[SEP]对号码的问题状态也正常还有话费呢[SEP]那这样我就说我正常用着呢怎么好ok
您好请讲兆我这个那个电话现在办办那个十八块钱那个套餐那个吧嗯已经给您办成功了先生赠送多一些流量呢您这十八块钱里面本身包含一百兆国内流量和五十兆省内流量然后每个月还额外赠送您是啊我看一下九百兆的省内流量九百兆的省外流量是省内流量不是省内的啊省内流量恩对哦是那个我这个还是四g卡吗没有您这个卡不便先生确实还是四g卡那这边显示怎么一往啊好吗先给您带来不便了那我马上把咱们四g上网功能给您修复一下这样您稍后关机重启一下先生啊行谢谢啊不用客气的请问还有什么可以帮助您啊没有我那就是今天一月最低消费十八呗您的月租费呀每个月是十八块钱先生啊就是那个赠送多多多少分钟打电话的赠送您八十分钟的本地长途和市话先生啊行请问还有其他问题吗啊没有了好的祝您生活愉快再见,咨询（含查询）号码状态,24,0,您好请讲兆[SEP]我这个那个电话现在办办那个十八块钱那个套餐那个吧[SEP]嗯已经给您办成功了先生[SEP]赠送多一些流量呢[SEP]您这十八块钱里面本身包含一百兆国内流量和五十兆省内流量然后每个月还额外赠送您是啊我看一下九百兆的省内流量[SEP]九百兆的省外流量[SEP]是省内流量不是省内的[SEP]啊省内流量[SEP]恩对[SEP]哦是那个我这个还是四g卡吗[SEP]没有您这个卡不便先生确实还是四g卡[SEP]那这边显示怎么[SEP]一往啊好吗先给您带来不便了那我马上把咱们四g上网功能给您修复一下这样您稍后关机重启一下先生[SEP]啊行谢谢啊[SEP]不用客气的请问还有什么可以帮助您[SEP]啊没有我那就是今天一月最低消费十八呗[SEP]您的月租费呀每个月是十八块钱先生[SEP]啊就是那个赠送多多多少分钟打电话的[SEP]赠送您八十分钟的本地长途和市话先生[SEP]啊行[SEP]请问还有其他问题吗[SEP]啊没有了[SEP]好的祝您生活愉快再见
呃您好很高兴为您服务喂我就想问一下就哦主卡我有一张过去咯上个月没用然后它是不是自动销号信号呢有什么卡未经我再呃资金在哪规定自己对对等于说省外的卡省内就自己去啊如果说您这个卡是外省的是吧我我在在外边儿在资金现办的就整个的卡归属地办几个月哦他被销号是吧这个是这样先生咱们现在是河南的客服您说您的卡到咱们郑州办的哦哦就是郑州的呃移动吗额咱们是郑州的您我刚才听您说是贵州是吗哦我我就接两个就就这这这个月要就我的卡呃河南的吗大学生要办的然后啊我在郑州都行吧然后它它又说三个月呃不用然后就给销号了然后现在我我就销号了他他说非得本人去对吧您好请讲就咱们学号的时候是需要机主本人带上证件到咱们当地营业厅来办就行哈这可不可以用别人呃代代理销号就用支付宝身份证给提过去了你好您说是河南省的还是省外的河南省的申请的就郑州的郑州的是吧哦那我看了一下咱们郑州这边的销号规定显示的是需要机主本人带证件到营业厅来办其他号码没有啊啊对那我先问问吧谢谢不客气还需要帮助吗啊需要三块钱,咨询（含查询）号码状态,24,0,呃您好很高兴为您服务[SEP]喂我就想问一下就哦主卡我有一张过去咯上个月没用然后它是不是自动销号信号呢[SEP]有什么卡[SEP]未经我再呃资金在哪规定自己[SEP]对对等于说省外的卡[SEP]省内[SEP]就自己去啊如果说您这个卡是外省的是吧[SEP]我我在在外边儿在资金现办的就整个的卡归属地办几个月哦他被销号是吧这个[SEP]是这样先生咱们现在是河南的客服您说您的卡到咱们郑州办的[SEP]哦哦就是郑州的呃移动吗[SEP]额咱们是郑州的您我刚才听您说是贵州是吗[SEP]哦我我就接两个就就这这这个月要就我的卡呃河南的吗大学生要办的然后啊我在郑州都行吧然后它它又说三个月呃不用然后就给销号了然后现在我我就销号了他他说非得本人去对吧[SEP]您好请讲就咱们学号的时候是需要机主本人带上证件到咱们当地营业厅来办就行哈[SEP]这可不可以用别人呃代代理销号就用支付宝身份证给提过去了[SEP]你好您说是河南省的还是省外的[SEP]河南省的申请的就郑州的[SEP]郑州的是吧哦那我看了一下咱们郑州这边的销号规定显示的是需要机主本人带证件到营业厅来办[SEP]其他号码没有啊[SEP]啊对[SEP]那我先问问吧谢谢[SEP]不客气还需要帮助吗[SEP]啊需要三块钱
嗯嗯您好请讲你好我想问一下那移动宽带限地区您说有线宽带吗对呀查看我现在可以给您转接宽带专席给您核实一下您所处的位置能不能办理嗯行请问您指的是咱们中国移动的有线宽带对吧对请稍等不要挂机三九就等啊行咋整啊对用嗯嗯九十分钟好的对去对啊您好对哎为您好你好您好再见再见请讲好的可以帮您啊好的对的您好您好您好用户要求查询所处位置能不能办有线宽带嗯请转,咨询（含查询）宽带覆盖范围,27,0,嗯嗯您好请讲你好我想问一下那移动宽带限地区您说有线宽带吗对呀查看我现在可以给您转接宽带专席给您核实一下您所处的位置能不能办理嗯行请问您指的是咱们中国移动的有线宽带对吧对请稍等不要挂机三九[SEP]就等啊行咋整啊[SEP]对[SEP]用[SEP]嗯嗯[SEP]九十[SEP]分钟好的对去对[SEP]啊您好[SEP]对[SEP]哎[SEP]为您好[SEP]你好您好[SEP]再见再见请讲[SEP]好的[SEP]可以帮您[SEP]啊好的[SEP]对的[SEP]您好您好[SEP]您好用户要求查询所处位置能不能办有线宽带嗯请转
